Title,Company,Company Link,Date Posted,Job Link,Insights,Description Snippet
Web Intern,Epos Now,,2024-02-27,https://sg.linkedin.com/jobs/view/web-intern-at-epos-now-3840880267?refId=e2iFInuW%2FoHXLtt9lWDKLQ%3D%3D&trackingId=jDUphhK6a%2BiBxeBoFzPeAg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Job Description


Work with our marketing team on projects to enhance user experience.
Collaborate on website design and development, as well as content creation.
Monitor and report on website performance, including traffic and user engagement.
Create and update web content, graphics, and multimedia elements.
Research and stay updated on industry trends and best practices.
Assist the team regarding any ad-hoc marketing tasks.


Requirements


Pursuing or recently completed a diploma or degree in"
Intern Digital Business Development - Porsche Services Singapore Pte. Ltd,Porsche Asia Pacific Pte Ltd,,2024-02-26,https://sg.linkedin.com/jobs/view/intern-digital-business-development-porsche-services-singapore-pte-ltd-at-porsche-asia-pacific-pte-ltd-3839947102?refId=TCvaTyeLIol0ba91h9mu%2FQ%3D%3D&trackingId=CZrBV%2BRAOLHC%2BqIBFz6mvQ%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Job Tasks:


Assist in the ramp-up of a digital product team, contributing to the development, operation, and deployment of solutions to several markets
Support in defining the team's strategic direction and ensuring alignment with stakeholders
Manage small independent sub-project responsibilities, demonstrating initiative and leadership potential
Perform data analysis and prepare PowerPoint presentations for stakeholder management and project updates
Assist in developing processes and procedure"
Marketing Intern,Maybank Investment Banking Group,,2024-02-23,https://sg.linkedin.com/jobs/view/marketing-intern-at-maybank-investment-banking-group-3836883541?refId=TCvaTyeLIol0ba91h9mu%2FQ%3D%3D&trackingId=ysofzmFzV%2B%2BOsy%2BBcmMkvA%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"About Maybank Securities

Maybank Securities (MSSG) is a leading brokerage and investment bank across ASEAN, Maybank Securities provides services in corporate finance & advisory, debt markets, equity capital markets, derivatives, retail and institutional securities broking & research and Prime Brokerage.




This position reports directly to Head of Marketing.




Job Description:

As a marketing intern with Maybank Securities, you will have a unique opportunity to delve into the dynamic world o"
Social & Community Intern - New York,"Love, Bonito",,2024-02-09,https://sg.linkedin.com/jobs/view/social-community-intern-new-york-at-love-bonito-3846535018?refId=TCvaTyeLIol0ba91h9mu%2FQ%3D%3D&trackingId=flMJJWPKrjDXgKzDq7AYtQ%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"About Us

Love, Bonito is a digital-first company on a mission to empower the everyday woman and inspire self-confidence. We are the leading direct-to-consumer womenswear brand, headquartered in Asia, with a presence across [19] countries, including our big bet market, the United States.

Founded in 2010, we are proudly female-founded with more than 70% female representation across our organization, leadership, and STEM roles (#girlpower!). We raised a US$50M Series C round in 2021 and know that"
Capital Markets Intern,ADDX,,2023-03-20,https://sg.linkedin.com/jobs/view/capital-markets-intern-at-addx-3562829289?refId=TCvaTyeLIol0ba91h9mu%2FQ%3D%3D&trackingId=OKdFJ7koRFhuZ%2FAlggBnQA%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Who are we?




We are ADDX, the entry point into private markets, and we aim to democratize private market investments. As a team, we strive to build a future where everybody can access financial ecosystems easily, fairly, and safely. Our team’s belief is real economies benefit when capital flows freely and efficiently, especially in the private market space.




Why join us?




We have built the world’s first fully regulated platform for digital securities, licensed by the Monetary Authority "
Data Analyst Intern,ADDX,,2023-03-29,https://sg.linkedin.com/jobs/view/data-analyst-intern-at-addx-3575081957?refId=TCvaTyeLIol0ba91h9mu%2FQ%3D%3D&trackingId=DTix6nGkg2Wl5ycBlS2Fcg%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Who are we?




We are ADDX, the entry point into private markets, and we aim to democratize private market investments. As a team, we strive to build a future where everybody can access financial ecosystems easily, fairly, and safely. Our team’s belief is real economies benefit when capital flows freely and efficiently, especially in the private market space.




Why join us?




We have built the world’s first fully regulated platform for digital securities, licensed by the Monetary Authority "
College Intern - Financial Analyst,HP,,2024-02-28,https://sg.linkedin.com/jobs/view/college-intern-financial-analyst-at-hp-3839783711?refId=TCvaTyeLIol0ba91h9mu%2FQ%3D%3D&trackingId=ZDwtojCdVr%2FdJQyoFjE2%2BQ%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"What a College Intern - Financial Analyst does at HP:


As a Financial Analyst Intern at HP, you won't just crunch numbers – you'll be the superhero behind the scenes, gathering vital information and crafting automated tools that will revolutionize the way Account Managers present financial returns.
Support the business to gather trends, data and hidden gems to make our financial strategies stand out.
Be the architect of change! Build automation tools such Total cost of ownership (TCO), Break-ev"
Business Development Intern - [Lifestyle - Home & Living],Shopee,,2024-01-19,https://sg.linkedin.com/jobs/view/business-development-intern-lifestyle-home-living-at-shopee-3687551681?refId=TCvaTyeLIol0ba91h9mu%2FQ%3D%3D&trackingId=J%2BP7g%2FjhEoSoYCBwfQhHBw%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Job Description


Promoting and encouraging niche sellers to come on board the Shopee platform
Assist Key Account Managers (KAMs) in daily operational work related to campaigns and initiativesConduct competitor monitoring and research to better understand the competitor landscape of the various categories
Adopting a creative and innovative approach to problem solving


Requirements


Currently pursuing a Bachelor's Degree or Diploma in any related discipline
Positive, team-player, and energetic "
Customer Experience & Website Management Intern [Marketing],Maybank Investment Banking Group,,2024-02-16,https://sg.linkedin.com/jobs/view/customer-experience-website-management-intern-marketing-at-maybank-investment-banking-group-3832023206?refId=TCvaTyeLIol0ba91h9mu%2FQ%3D%3D&trackingId=rbS0YEAjzQR3H7IQtpMbsw%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"About Maybank Securities

Maybank Securities is a leading brokerage house and investment bank in ASEAN. Maybank Securities provides services in corporate finance, debt markets, equity capital markets, derivatives, retail and institutional securities broking and research.







Job Description:

Work with business to review and revamp content on the website.
Work with designers, product, marketing, sales, research, external influencers and other industry experts where necessary.
Adhere to intern"
Internship - Talent Acquisition,Siemens,,2024-02-27,https://sg.linkedin.com/jobs/view/internship-talent-acquisition-at-siemens-3835945824?refId=TCvaTyeLIol0ba91h9mu%2FQ%3D%3D&trackingId=41fmWj%2FbLsXMribelGGOPQ%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Launch Your Talent Acquisition Career with Siemens!

We know that a business only thrives if our people are thriving. That’s why we always put our people first. Our global and diverse team would be happy to support you and challenge you to grow in many ways. Who knows where our joint journey will take you? To cope with our increasing business needs, we are looking for an intern to join us in our fast-expanding team. You will be part of the Talent Acquisition Team to accelerate the growth for Sie"
Retail Design Intern,Moët Hennessy,,2024-02-16,https://sg.linkedin.com/jobs/view/retail-design-intern-at-mo%C3%ABt-hennessy-3831760911?refId=TCvaTyeLIol0ba91h9mu%2FQ%3D%3D&trackingId=9kjqFxbCQzPYlufL6x0X5g%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Roles And Responsibilities


Design Management Support
Manage the Retail design material library and samples with the team & contractors
Support & maintain POSM and Props inventory management
Generate & manage report documentations for store opening and renovations.
Maintain tracker of POSM and Props inventor. Work with Retail marketing team on POSM orders
Manage & maintain the retail design sharepoint – archive all retail design projects (VM & PM)
Raise retail design related PO for the team and"
Computer Science Intern (Python) – Trading,Grasshopper,,2024-03-05,https://sg.linkedin.com/jobs/view/computer-science-intern-python-%E2%80%93-trading-at-grasshopper-3846510498?refId=TCvaTyeLIol0ba91h9mu%2FQ%3D%3D&trackingId=k5Vvpn8AvSwdeeGXt2WwRw%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Job Description

Have you wondered what it’s like being part of the most competitive industry in the world? Do you aspire to be part of a brilliant diverse team of traders, technologists, and quants?

Responsibilities

You will be working closely with a senior team member to design, build and deploy a system that consists of various tools used by the team for both reporting and trading purposes. The application involves full-stack development from front-end to back-end. It also involves numerica"
Intern - Data Scientist,Micron Technology,,2024-03-02,https://sg.linkedin.com/jobs/view/intern-data-scientist-at-micron-technology-3745188988?refId=TCvaTyeLIol0ba91h9mu%2FQ%3D%3D&trackingId=gNfeTA7ccIc4KtM7PrVjhw%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Our vision is to transform how the world uses information to enrich life for all.

Join an inclusive team passionate about one thing: using their expertise in the relentless pursuit of innovation for customers and partners. The solutions we build help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can fuel the very innovation we are purs"
"Project Intern, Singapore Market",Temasek,,2024-02-28,https://sg.linkedin.com/jobs/view/project-intern-singapore-market-at-temasek-3713200342?refId=TCvaTyeLIol0ba91h9mu%2FQ%3D%3D&trackingId=YqEH%2B3c3lU6Uud112tKHeg%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Department/Section: Singapore Market




Position: Project Intern, Singapore Market




Period: January 2024 to December 2024 (min. Full Time 6 Months)




Overview Of The Team




Temasek undertakes an ecosystem development approach to build new platforms and transform existing businesses for sustainable growth and value creation. This involves strong collaboration with various external stakeholders to enhance our network of partners and facilitate cooperation to catalyse building of future gro"
Communications Strategy Intern,the LEGO Group,,2024-02-15,https://sg.linkedin.com/jobs/view/communications-strategy-intern-at-the-lego-group-3830475273?position=1&pageNum=0&refId=%2F6u72DRR2FpqNmqJlF%2BaLQ%3D%3D&trackingId=PoAYZJjFQT1Tqeo6MHicnA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description

Are you detailed and meticulous who enjoys building your capabilities in a global organisation? We need employees, all eager to engage actively in building a successful department, valuing collaboration, quality and fun in the everyday life!

We are hiring for a Communications Strategy Intern from April 2024 with a minimum commitment of 4 months. Please indicate your available dates in your Cover Letter and submit your CV together with unofficial transcripts.


Core Responsibili"
